LONGITUDE,LATITUDE,LABEL,NAME,Substation,PrimaryFee,PrimaySubs,County,InternalSb,CustomersS,PhysicalLo
36° 18' 13.2624" E,0° 33' 6.0146" S,135525 - 135525,135525 - 135525,135525,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300707771,0.00000000000,kamathatha area
36° 18' 36.9975" E,0° 29' 59.4127" S,135526 - 135526,135526 - 135526,135526,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300707772,70.00000000000,kiharu villages
36° 18' 4.0272" E,0° 29' 53.0838" S,135527 - 135527,135527 - 135527,135527,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300707773,6.00000000000,GEMA QUARRRY
36° 17' 55.0607" E,0° 29' 13.1000" S,51609 - 51609,51609 - 51609,51609,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300707774,3.00000000000,near nyama choma
36° 17' 12.7436" E,0° 29' 42.9401" S,135528 - 135528,135528 - 135528,135528,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300707776,39.00000000000,hahari area
36° 09' 6.9991" E,0° 22' 39.0889" S,135534 - 135534,135534 - 135534,135534,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300707783,0.00000000000,Kwabosoo
36° 08' 26.4326" E,0° 24' 19.2642" S,135535 - 135535,135535 - 135535,135535,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300707784,9.00000000000,game area
36° 07' 0.3985" E,0° 35' 26.3118" S,135536 - 135536,135536 - 135536,135536,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300707785,0.00000000000,Ngecha area
36° 05' 57.4478" E,0° 37' 13.2898" S,135537 - KANORERO PRIMARY SCH,135537 - KANORERO PRIMARY SCH,135537,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300707786,3.00000000000,Kanorero primary school
36° 05' 5.3436" E,0° 30' 12.9727" S,135538 - 135538,135538 - 135538,135538,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300707787,0.00000000000,mamedi
36° 04' 40.6109" E,0° 30' 24.1450" S,135539 - 135539,135539 - 135539,135539,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300707788,3.00000000000,oakland centre
36° 05' 21.1989" E,0° 29' 40.9295" S,50676 - 50676,50676 - 50676,50676,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300707789,0.00000000000,game area
36° 06' 24.2156" E,0° 29' 18.7954" S,135540 - 135540,135540 - 135540,135540,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300707791,0.00000000000,mithori area
35° 59' 45.4179" E,0° 35' 33.6965" S,135542 - 135542,135542 - 135542,135542,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300707793,0.00000000000,mau narok
36° 00' 51.0342" E,0° 34' 17.6742" S,135544 - 135544,135544 - 135544,135544,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300707795,3.00000000000,along road to kalukuyat prima
35° 59' 24.2552" E,0° 37' 41.6945" S,135545 - 135545,135545 - 135545,135545,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300707796,0.00000000000,mwisho wa  reli
36° 17' 46.1002" E,0° 42' 52.4006" S,135547 - 135547,135547 - 135547,135547,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300707798,335.00000000000,kasarani
36° 17' 49.3702" E,0° 42' 21.3313" S,135548 - 135548,135548 - 135548,135548,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300707799,0.00000000000,near the flower farm
35° 40' 47.7180" E,0° 25' 48.1578" S,3557 - 3557,3557 - 3557,3557,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708285,0.00000000000,Kapsengut
35° 40' 29.1849" E,0° 26' 1.1725" S,141545 - 141545,141545 - 141545,141545,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708286,3.00000000000,kapsebut area
35° 39' 12.3157" E,0° 28' 0.1862" S,141538 - 141538,141538 - 141538,141538,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708287,0.00000000000,Tegat Dairy Farmers Cooperati
35° 40' 58.4635" E,0° 28' 18.5319" S,141539 - 141539,141539 - 141539,141539,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708288,0.00000000000,chebara cattle dip
35° 40' 48.0939" E,0° 28' 37.4969" S,141541 - 141541,141541 - 141541,141541,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708289,24.00000000000,chebara dispensary
35° 41' 8.7288" E,0° 27' 9.7075" S,141540 - 141540,141540 - 141540,141540,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708290,0.00000000000,ndabibit primary school
35° 44' 0.1040" E,0° 31' 38.7414" S,141542 - 141542,141542 - 141542,141542,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708291,0.00000000000,bandiat primary school
35° 42' 40.5769" E,0° 32' 21.4594" S,141552 - 141552,141552 - 141552,141552,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708292,3.00000000000,ribot primary school
35° 40' 18.8976" E,0° 38' 46.2523" S,35847 - KITOBEN MKT,35847 - KITOBEN MKT,35847,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708301,0.00000000000,KITOBEN MKT
35° 39' 54.2420" E,0° 39' 9.7968" S,35849 - LONGET PRIMARY SCHOOL,35849 - LONGET PRIMARY SCHOOL,35849,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708302,0.00000000000,longet primary school
35° 39' 30.0076" E,0° 40' 28.2712" S,141559 - NYAMBUGO MARKET,141559 - NYAMBUGO MARKET,141559,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708303,0.00000000000,lelaitich market
35° 37' 57.7720" E,0° 37' 11.6982" S,141558 - SIMOTWET VILLAGE,141558 - SIMOTWET VILLAGE,141558,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708304,3.00000000000,simotwet village
35° 36' 58.8535" E,0° 37' 6.2199" S,141564 - 141564,141564 - 141564,141564,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708305,0.00000000000,seger polytechnic
35° 37' 29.1496" E,0° 36' 52.1093" S,141561 - SEGER PRIMARY SCHOOL,141561 - SEGER PRIMARY SCHOOL,141561,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708306,0.00000000000,seger primary school
35° 36' 11.7348" E,0° 37' 17.1084" S,141562 - 141562,141562 - 141562,141562,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708307,0.00000000000,damsons academy
35° 36' 0.0294" E,0° 35' 41.8125" S,141563 - 141563,141563 - 141563,141563,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708308,0.00000000000,sukutek secondary school
35° 37' 33.5678" E,0° 34' 23.6341" S,141604 - 141604,141604 - 141604,141604,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708309,0.00000000000,kiptagich village
35° 40' 22.6662" E,0° 34' 15.7359" S,141613 - 141613,141613 - 141613,141613,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708310,0.00000000000,westlands academy
35° 40' 23.1342" E,0° 34' 53.3531" S,141614 - 141614,141614 - 141614,141614,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708311,0.00000000000,off siani primary school
35° 43' 58.1592" E,0° 16' 23.5477" S,141556 - 141556,141556 - 141556,141556,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300708357,0.00000000000,mwangaza primary school
35° 42' 30.2591" E,0° 22' 35.6252" S,140623 - MWAHE PRIMARY SCHOOL,140623 - MWAHE PRIMARY SCHOOL,140623,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708369,0.00000000000,MWAHE PRIMARY SCHOOL
35° 38' 4.8249" E,0° 18' 47.7878" S,140624 - 140624,140624 - 140624,140624,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708370,0.00000000000,Kamuri
35° 37' 51.8786" E,0° 20' 31.0299" S,140625 - 140625,140625 - 140625,140625,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300708371,0.00000000000,Kamuri
35° 40' 34.7022" E,0° 25' 13.8193" S,133344 - GILBERT SIWOT,133344 - GILBERT SIWOT,133344,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300710264,0.00000000000,gilbert siwot
35° 38' 18.8924" E,0° 26' 43.5775" S,133345 - MWANGATE PRIMARY,133345 - MWANGATE PRIMARY,133345,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300710265,3.00000000000,mwangate primary school
35° 41' 6.0961" E,0° 33' 43.2693" S,133422 - KIPTARAGON PRIMARY,133422 - KIPTARAGON PRIMARY,133422,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300710341,3.00000000000,kiptaragon primary school
35° 40' 42.7330" E,0° 28' 10.0843" S,133450 - CHEBARA PRIMARY,133450 - CHEBARA PRIMARY,133450,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300710370,0.00000000000,Chebara pry school
35° 36' 5.4755" E,0° 37' 7.7800" S,133492 - CHEPTEBES PRIMARY,133492 - CHEPTEBES PRIMARY,133492,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300710415,3.00000000000,cheptebes primary school
35° 36' 36.4339" E,0° 18' 34.1911" S,133867 - VALLEY BARINGO,133867 - VALLEY BARINGO,133867,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300710819,3.00000000000,baringo valley primary school
35° 37' 36.4532" E,0° 17' 38.7279" S,133868 - SILIBWET PRY,133868 - SILIBWET PRY,133868,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300710820,0.00000000000,silibwet primary school
35° 32' 6.7182" E,0° 25' 10.0167" S,133976 - NDOINET PRIMARY SCHO,133976 - NDOINET PRIMARY SCHO,133976,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300710914,3.00000000000,NDOINET PRIMARY SCHOOL
35° 38' 1.5406" E,0° 38' 50.0797" S,133978 - NUKIAT PRIMARY SCHOOL,133978 - NUKIAT PRIMARY SCHOOL,133978,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300710916,3.00000000000,NUKIAT PRIMARY SCHOOL
35° 44' 31.4549" E,0° 16' 58.2275" S,134469 - MICHATA B/HOLE,134469 - MICHATA B/HOLE,134469,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300711428,0.00000000000,MICHATA BOREHOLE
35° 35' 9.3312" E,0° 20' 39.0248" S,134602 - SILIBONIK  PRIMARY,134602 - SILIBONIK  PRIMARY,134602,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300711566,0.00000000000,SILIBONIK  PRIMARY
36° 08' 2.5734" E,0° 18' 1.4465" S,135644 - NAKURU LTD MEADOWS D,135644 - NAKURU LTD MEADOWS D,135644,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300712631,0.00000000000,meadows
36° 07' 59.6175" E,0° 17' 54.6156" S,135647 - NAKURU LIMITED MEADO,135647 - NAKURU LIMITED MEADO,135647,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300712634,0.00000000000,meadows
36° 09' 29.3537" E,0° 12' 21.6184" S,136006 - MUNGETHO CENTRE KABA,136006 - MUNGETHO CENTRE KABA,136006,MAILI SABA TOWNFEEDER EXBAHATI,BAHATI  33/11KV  S/STN,Nakuru,300713251,0.00000000000,MUNGETHO CENTRE KABATINI
36° 28' 56.2100" E,0° 51' 24.5101" S,136324 - M. MUNJOGU,136324 - M. MUNJOGU,136324,TOWN 11KV EX MAI MAHIU,MAI MAHIU 66/11 SUB STATION,Nakuru,300713584,0.00000000000,longonot
36° 05' 20.4104" E,0° 04' 10.1833" S,137055 - RUIRU SOLAI,137055 - RUIRU SOLAI,137055,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300714382,51.00000000000,RUIRU SOLAI
35° 51' 39.6191" E,0° 05' 53.0460" S,137300 - MURICHU,137300 - MURICHU,137300,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300714647,42.00000000000,MURICHU
36° 08' 49.0706" E,0° 12' 43.3235" S,138029 - REINFORCEMENT TO 057,138029 - REINFORCEMENT TO 057,138029,MAILI SABA TOWNFEEDER EXBAHATI,BAHATI  33/11KV  S/STN,Nakuru,300715252,0.00000000000,bahati
35° 41' 26.0368" E,0° 19' 8.9725" S,138376 - CARZAN FLOWERS[ K] L,138376 - CARZAN FLOWERS[ K] L,138376,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300715514,221.00000000000,CARZAN FLOWERS[ K] LTD
35° 40' 16.1830" E,0° 27' 32.8869" S,138757 - NDABIBIT,138757 - NDABIBIT,138757,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300715807,0.00000000000,NDABIBIT
36° 05' 12.7468" E,0° 04' 45.7836" S,139278 - RUIRU PRY PHse 2,139278 - RUIRU PRY PHse 2,139278,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300716389,6.00000000000,RUIRU PRY
35° 36' 8.2138" E,0° 21' 10.9612" S,139881 - BOSIRE & 0THERS,139881 - BOSIRE & 0THERS,139881,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300717069,0.00000000000,bosire
36° 03' 45.5793" E,0° 17' 3.9664" S,140242 - KFA,140242 - KFA,140242,NAKURU TOWN 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300717418,0.00000000000,KFA
35° 31' 55.3475" E,0° 24' 0.3648" S,140712 - KIPSAPTA  PRIMARY,140712 - KIPSAPTA  PRIMARY,140712,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300717952,3.00000000000,KIPSAPTA  PRIMARY
35° 57' 39.0143" E,0° 12' 28.0819" S,141078 - SAFARICOMM MANGU,141078 - SAFARICOMM MANGU,141078,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300718269,9.00000000000,SAFARICOM MANGU
36° 04' 29.6958" E,0° 17' 22.1007" S,141106 - MASAI ROAD,141106 - MASAI ROAD,141106,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300718301,66.00000000000,MASAI ROAD
36° 09' 25.7177" E,0° 22' 28.7540" S,141143 - KENCHIC,141143 - KENCHIC,141143,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300718338,0.00000000000,KENCHIC
36° 05' 20.4686" E,0° 16' 54.8730" S,141332 - WOODBURN LODGE LTD,141332 - WOODBURN LODGE LTD,141332,NORTH 11Kv EX LANET,LANET SUBSTATION,Nakuru,300718540,0.00000000000,NAKURU MILIMANI
35° 41' 20.9217" E,0° 11' 14.6857" S,141782 - KISII NDOGO,141782 - KISII NDOGO,141782,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300718909,0.00000000000,KISII
36° 27' 13.0837" E,0° 41' 19.6770" S,141821 - NYONDIA CENTRE & ENV,141821 - NYONDIA CENTRE & ENV,141821,GILGIL INTERCONN 33KV EX SUSWA,NAIVASHA SUBSTATION,Nakuru,300718963,0.00000000000,NYONDIA CENTER
35° 56' 24.4289" E,0° 10' 14.2052" S,141875 - SYSTEM REINFORCEMENT,141875 - SYSTEM REINFORCEMENT,141875,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300719013,0.00000000000,GITOMWA
36° 25' 39.3143" E,0° 46' 45.8096" S,142559 - NAIVASHA HEALTH PARK,142559 - NAIVASHA HEALTH PARK,142559,KIHOTO SOUTHLAKE 11KV,KIHOTO SUBSTATION,Nakuru,300719750,0.00000000000,NAIVASHA
35° 35' 23.3538" E,0° 35' 41.8895" S,143444 - MLANGO KIPTAGICH,143444 - MLANGO KIPTAGICH,143444,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300720650,0.00000000000,MLANGO KIPTAGICH
35° 40' 35.2657" E,0° 16' 57.3375" S,143662 - SAFARICOM   BYGUM,143662 - SAFARICOM   BYGUM,143662,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300720823,9.00000000000,SAFARICOM   BYGUM
36° 03' 59.3423" E,0° 07' 48.3019" S,144086 - GITUAMBA  PRIMARY,144086 - GITUAMBA  PRIMARY,144086,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300721265,3.00000000000,GITUAMBA PRY SCHOOL
35° 37' 4.3595" E,0° 34' 52.8011" S,144218 - KIPTAGICH,144218 - KIPTAGICH,144218,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300721438,0.00000000000,KIPTAGICH
36° 16' 44.1939" E,0° 38' 44.6136" S,144229 - MORGEN EBURU,144229 - MORGEN EBURU,144229,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300721449,0.00000000000,MORGEN EBURU
35° 55' 44.1576" E,0° 07' 8.7858" S,144577 - SYSTEM REINF. RANJUE,144577 - SYSTEM REINF. RANJUE,144577,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300721804,0.00000000000,RANJUERA
35° 37' 10.8053" E,0° 34' 32.4693" S,144584 - KIPTAGICH SAPTET,144584 - KIPTAGICH SAPTET,144584,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300721812,0.00000000000,KIPTAGICH SAPTET
36° 06' 17.7474" E,0° 33' 22.0228" S,145427 - MBOMBO  PRIMARY,145427 - MBOMBO  PRIMARY,145427,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300722661,0.00000000000,MBOMBO PRIMARY
36° 17' 21.8622" E,0° 51' 34.8055" S,145704 - SINOPEC,145704 - SINOPEC,145704,DCK NAROK 33KV EX SUSWA,NAIVASHA SUBSTATION,Nakuru,300722943,0.00000000000,NAIVASHA
36° 18' 0.9818" E,0° 49' 57.1390" S,145823 - GREATWALL DRILLING C,145823 - GREATWALL DRILLING C,145823,DCK NAROK 33KV EX SUSWA,NAIVASHA SUBSTATION,Nakuru,300723065,3.00000000000,OPPOSITE OSERIAN HOUSI
35° 37' 0.4372" E,0° 27' 32.1561" S,146174 - KOITAB PRIMARY SCHOOL,146174 - KOITAB PRIMARY SCHOOL,146174,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300723423,0.00000000000,KOITAB PRIMARY SCHOOL
35° 35' 49.4204" E,0° 29' 18.4353" S,146176 - KAPNANDA PRIMARY SCH,146176 - KAPNANDA PRIMARY SCH,146176,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300723426,0.00000000000,KAPNANDA PRIMARY SCHOOL
35° 34' 30.4734" E,0° 30' 25.2702" S,146179 - KAPKOI SECONDARY SCH,146179 - KAPKOI SECONDARY SCH,146179,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300723428,0.00000000000,KAPKOI SECONDARY SCHOOL
35° 53' 8.9120" E,0° 09' 20.2261" S,146343 - BOITO RONGAI,146343 - BOITO RONGAI,146343,RONGAI TOWN 11KV EX RONGA,RONGAI,Nakuru,300723593,0.00000000000,boito
35° 35' 56.4122" E,0° 23' 7.9655" S,146953 -  MUTUKANIO  PRIMAYY,146953 -  MUTUKANIO  PRIMAYY,146953,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300724033,3.00000000000,MUTUKANIO  PRIMAYY  SCHOOL
35° 36' 18.2719" E,0° 25' 31.1879" S,146977 - KIPLELJI PRIMARY SCH,146977 - KIPLELJI PRIMARY SCH,146977,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300724058,3.00000000000,KIPLELJI PRIMARY SCHOOL
35° 36' 24.9905" E,0° 25' 37.4459" S,146980 - KIPLELJI VILLAGE,146980 - KIPLELJI VILLAGE,146980,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300724061,0.00000000000,KIPLELJI VILLAGE
36° 07' 21.9607" E,0° 31' 36.2857" S,147060 - KONGOY FARM BOREHOLE,147060 - KONGOY FARM BOREHOLE,147060,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300724161,80.00000000000,KONGOY FARM
36° 00' 25.1115" E,0° 05' 38.5499" S,147108 - BARINA SECONDARY SCH,147108 - BARINA SECONDARY SCH,147108,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300724211,10.00000000000,BARINA SECONDARY
35° 31' 25.1196" E,0° 24' 47.6150" S,147754 - SACHANGWAN MARKET,147754 - SACHANGWAN MARKET,147754,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300724881,0.00000000000,SACHANGWAN MARKET
36° 08' 57.1244" E,0° 00' 4.8076" N,147758 - EMARANGISHU,147758 - EMARANGISHU,147758,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300724884,3.00000000000,EMARANGISHU
36° 08' 45.5207" E,0° 00' 26.6479" N,147771 - KWA BIRIR EMARANGISH,147771 - KWA BIRIR EMARANGISH,147771,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300724898,0.00000000000,EMARANGISHU
35° 39' 43.6402" E,0° 12' 37.5473" S,147774 - CHORONOK PRIMARY SCH,147774 - CHORONOK PRIMARY SCH,147774,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300724901,3.00000000000,CHORONOK PRI
35° 31' 14.9709" E,0° 26' 56.0537" S,147822 - CHENUGU  PRIMARY,147822 - CHENUGU  PRIMARY,147822,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300724947,3.00000000000,CHENUGU  PRIMARY
35° 44' 6.3725" E,0° 24' 39.2676" S,147829 - BARARGET RIMARY,147829 - BARARGET RIMARY,147829,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300724954,3.00000000000,BARARGET RIMARY
36° 09' 24.2140" E,0° 28' 48.0861" S,148305 - AHMED,148305 - AHMED,148305,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300725439,10.00000000000,ELEMENTAITA
35° 39' 32.6922" E,0° 26' 26.5880" S,148401 - MTI MOJA KERINGET,148401 - MTI MOJA KERINGET,148401,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300725539,0.00000000000,MTI MOJA KERINGET
35° 42' 28.1887" E,0° 25' 46.0590" S,148416 - TEMBWA PRIMARY,148416 - TEMBWA PRIMARY,148416,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300725554,0.00000000000,TEMBWA PRIMARY
35° 41' 22.5584" E,0° 20' 56.4312" S,148425 - NYOTA PRY,148425 - NYOTA PRY,148425,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300725563,0.00000000000,NYOTA PRY
36° 23' 27.2772" E,0° 48' 43.3909" S,148535 - NAIVASHA SOPA LODGE,148535 - NAIVASHA SOPA LODGE,148535,SOUTH LAKE SHORE 11KV EX,DCK,Nakuru,300725678,0.00000000000,SOPA LODGES NAIVASHA SOUTHLAKE
36° 20' 2.2261" E,0° 39' 17.2872" S,148670 - Nothern Construction,148670 - Nothern Construction,148670,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300725823,0.00000000000,NAIVASHA
36° 09' 31.1203" E,0° 00' 45.3000" N,148688 - BHUVA LIMITED,148688 - BHUVA LIMITED,148688,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300725841,246.00000000000,BHUVA LTD
35° 57' 18.5564" E,0° 08' 52.3630" S,148976 - RAFIKI FARM REINFORC,148976 - RAFIKI FARM REINFORC,148976,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300726145,0.00000000000,RAFIKI FARM
35° 58' 19.2679" E,0° 13' 44.5716" S,149201 - EX NIGHT NGALE,149201 - EX NIGHT NGALE,149201,UNIVERSITY FEEDER EX KABARAK,KABARAK 33/11 SUBSTATION,Nakuru,300726375,0.00000000000,EX  NIGTHT  NGALE
36° 33' 31.7210" E,0° 59' 27.1061" S,149226 - UNAK LIMITED,149226 - UNAK LIMITED,149226,TOWN 11KV EX MAI MAHIU,MAI MAHIU 66/11 SUB STATION,Nakuru,300726401,0.00000000000,maimahiu
36° 07' 12.1373" E,0° 15' 54.5539" S,149432 - Kiti Mawanga,149432 - Kiti Mawanga,149432,MAILI SABA TOWNFEEDER EXBAHATI,BAHATI  33/11KV  S/STN,Nakuru,300726601,838.00000000000,Ngomongo
36° 07' 7.3560" E,0° 16' 20.3155" S,149434 - Kiti Mawanga,149434 - Kiti Mawanga,149434,MAILI SABA TOWNFEEDER EXBAHATI,BAHATI  33/11KV  S/STN,Nakuru,300726603,591.00000000000,Ngomongo
36° 07' 17.9478" E,0° 16' 16.1414" S,149435 - Kiti Mawanga,149435 - Kiti Mawanga,149435,MAILI SABA TOWNFEEDER EXBAHATI,BAHATI  33/11KV  S/STN,Nakuru,300726604,282.00000000000,Kiti Mawanga
35° 37' 53.6192" E,0° 40' 2.0862" S,149643 - KAPLAMAI PRIMARY  SC,149643 - KAPLAMAI PRIMARY  SC,149643,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300726842,0.00000000000,KAPLAMAI PRIMARY  SCHOOL
36° 35' 46.4560" E,0° 59' 36.9740" S,149650 - SAHIR,149650 - SAHIR,149650,TOWN 11KV EX MAI MAHIU,MAI MAHIU 66/11 SUB STATION,Nakuru,300726849,0.00000000000,Mai mahiu
36° 01' 55.6296" E,0° 09' 18.8336" S,149678 - MARIGO PRIMARY SCHOOL,149678 - MARIGO PRIMARY SCHOOL,149678,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300726872,0.00000000000,MARIGO PRY SCHOOL
